id,name,bodyPart,target,equipment,difficulty,category,secondaryMuscles,instructions,description
3236,resistance band hip thrusts on knees (female),upper legs,glutes,resistance band,beginner,strength,hamstrings; quadriceps,"Start by kneeling on the ground with your knees hip-width apart and your feet flexed.; Wrap the resistance band around your thighs, just above your knees.; Place your hands on your hips or extend them out in front of you for balance.; Engage your glutes and core muscles.; Push your hips forward and squeeze your glutes as you lift your knees off the ground, extending your hips until your thighs are parallel to the ground.; Hold the position for a moment, then slowly lower your knees back down to the starting position.; Repeat for the desired number of repetitions.","Resistance band hip thrusts on knees (female) target the glutes primarily, with secondary activation of the hamstrings and quadriceps. The exercise is performed by kneeling, using a resistance band for added tension, and thrusting the hips forward to engage the glutes."
3237,landmine lateral raise,shoulders,delts,barbell,intermediate,strength,traps; upper back,"Stand with your feet shoulder-width apart and knees slightly bent.; Hold the barbell with an overhand grip, resting it on the front of your shoulders.; Keeping your core engaged and back straight, lift the barbell up and away from your body, raising it to shoulder height.; Pause for a moment at the top, then slowly lower the barbell back down to the starting position.; Repeat for the desired number of repetitions.","The landmine lateral raise is a shoulder exercise performed using a barbell anchored at one end (landmine setup). It targets the deltoids and also engages the traps and upper back. The movement involves lifting the barbell laterally to shoulder height, emphasizing shoulder strength and stability."
3239,kneeling plank tap shoulder (male),waist,abs,body weight,beginner,strength,shoulders; triceps,"Start in a kneeling position with your hands on the ground, shoulder-width apart.; Extend your legs behind you, resting on your toes, and lift your body into a plank position.; Keeping your core engaged and your hips stable, lift one hand off the ground and tap the opposite shoulder.; Return the hand to the ground and repeat with the other hand.; Continue alternating sides for the desired number of repetitions.","The kneeling plank tap shoulder is a core stability exercise that targets the abs while also engaging the shoulders and triceps. It requires maintaining a stable plank position while alternately tapping each shoulder with the opposite hand, challenging balance and coordination."
3240,exercise ball on the wall calf raise (tennis ball between knees),lower legs,calves,dumbbell,intermediate,strength,quadriceps; hamstrings,"Stand with your back against a wall and place an exercise ball between your lower back and the wall.; Position your feet shoulder-width apart and slightly in front of you.; Hold a dumbbell in each hand, with your arms extended by your sides.; Place a tennis ball between your knees.; Raise your heels off the ground, lifting your body up onto your toes.; Pause for a moment at the top, then slowly lower your heels back down to the starting position.; Repeat for the desired number of repetitions.","This exercise targets the calves by performing a calf raise while standing against a wall with an exercise ball supporting the lower back and a tennis ball held between the knees. Dumbbells are held for added resistance, and the movement requires balance and coordination."
3241,exercise ball on the wall calf raise (tennis ball between ankles),lower legs,calves,"dumbbell, exercise ball, tennis ball",intermediate,strength,hamstrings; quadriceps,"Stand facing a wall with your feet shoulder-width apart.; Place an exercise ball between the wall and your lower back.; Hold a dumbbell in each hand, with your arms extended by your sides.; Place a tennis ball between your ankles.; Raise your heels off the ground, lifting your body up onto your toes.; Pause for a moment at the top, then slowly lower your heels back down to the starting position.; Repeat for the desired number of repetitions.","This exercise targets the calves by performing a calf raise while holding a dumbbell in each hand, using an exercise ball for back support against the wall, and squeezing a tennis ball between the ankles to increase activation and control."
3281,smith full squat,upper legs,glutes,smith machine,beginner,strength,quadriceps; hamstrings; calves,"Set up the smith machine with the barbell at shoulder height.; Stand with your feet shoulder-width apart, toes slightly turned out.; Step under the bar and position it across your upper back, resting on your traps.; Grip the bar with your hands slightly wider than shoulder-width apart.; Unrack the bar and take a step back, maintaining a stable stance.; Keeping your chest up and core engaged, initiate the squat by pushing your hips back and bending your knees.; Lower your body until your thighs are parallel to the ground, or as low as your flexibility allows.; Pause for a moment at the bottom, then drive through your heels to return to the starting position.; Repeat for the desired number of repetitions.","The smith full squat is a compound lower body exercise performed using a smith machine. It primarily targets the glutes, with secondary emphasis on the quadriceps, hamstrings, and calves. The smith machine provides stability, making it accessible to those who may not be comfortable with free-weight squats, but still requires proper form and core engagement."
3286,weighted muscle up,back,lats,weighted,advanced,strength,biceps; triceps; shoulders; chest,"Start by hanging from a pull-up bar with your palms facing away from you and your hands slightly wider than shoulder-width apart.; Engage your core and pull your body up towards the bar, leading with your chest.; As you reach the top of the movement, transition your grip so that your palms are facing towards you.; Continue pulling yourself up until your chest reaches the bar, then pause for a moment.; Slowly lower yourself back down to the starting position, maintaining control throughout the movement.; Repeat for the desired number of repetitions.","The weighted muscle up is an advanced compound exercise that targets the lats and involves pulling your body above a bar with added resistance. It requires significant upper body strength, coordination, and technique, making it suitable for experienced athletes."
3287,elbow dips,upper arms,triceps,body weight,beginner,strength,chest; shoulders,"Sit on the edge of a bench or chair with your hands gripping the edge next to your hips.; Slide your hips forward off the bench and straighten your legs, keeping your heels on the ground.; Bend your elbows and lower your body towards the ground, keeping your back close to the bench.; Pause for a moment at the bottom, then push through your hands to straighten your arms and lift your body back up to the starting position.; Repeat for the desired number of repetitions.","Elbow dips are a bodyweight exercise targeting the triceps, performed using a bench or chair. The movement involves lowering and raising the body by bending and straightening the elbows while keeping the back close to the bench."
3288,korean dips,chest,pectorals,body weight,advanced,strength,triceps; shoulders,"Position yourself between two parallel bars with your arms extended and supporting your body weight.; Lower your body by bending your elbows until your upper arms are parallel to the ground.; Pause for a moment, then push yourself back up to the starting position by straightening your arms.; Repeat for the desired number of repetitions.","Korean dips are a challenging bodyweight exercise performed on parallel bars, targeting the pectorals, triceps, and shoulders. The movement requires significant upper body strength, shoulder mobility, and stability, as the body is lowered deeply between the bars before pressing back up."
3289,impossible dips,upper arms,triceps,body weight,advanced,strength,chest; shoulders,"Position yourself between two parallel bars with your arms fully extended and your body suspended in the air.; Bend your knees and cross your ankles.; Lower your body by bending your elbows until your upper arms are parallel to the ground.; Pause for a moment, then push yourself back up to the starting position by straightening your arms.; Repeat for the desired number of repetitions.","Impossible dips are a challenging bodyweight exercise performed between two parallel bars, focusing on the triceps while also engaging the chest and shoulders. The movement requires significant upper body strength and control, as well as experience with dip variations."
3290,weighted one hand pull up,back,lats,weighted,advanced,strength,biceps; forearms,"Grab the pull-up bar with an overhand grip, slightly wider than shoulder-width apart.; Hang from the bar with your arm fully extended and your body straight.; Engage your core and pull your body up towards the bar by bending your elbow and squeezing your back muscles.; Continue pulling until your chin is above the bar.; Lower your body back down to the starting position with control.; Repeat for the desired number of repetitions.","The weighted one hand pull up is an advanced bodyweight exercise that targets the latissimus dorsi (lats) and also engages the biceps and forearms. By adding weight, this movement significantly increases the strength and coordination required, making it a challenging exercise for experienced athletes."
3291,stalder press,upper arms,triceps,body weight,advanced,strength,shoulders; core,"Start by standing with your feet shoulder-width apart and your arms extended overhead.; Bend your knees slightly and engage your core.; Lower your body down into a squat position while keeping your arms extended overhead.; As you squat down, press your arms down towards the ground, engaging your triceps.; Pause for a moment at the bottom of the squat, then push through your heels to stand back up while simultaneously raising your arms back overhead.; Repeat for the desired number of repetitions.","The stalder press is a challenging bodyweight exercise that primarily targets the triceps, while also engaging the shoulders and core. It involves a combination of squatting and pressing movements, requiring significant strength, balance, and coordination."
3292,elevator,back,upper back,body weight,beginner,strength,shoulders; trapezius,"Stand with your feet shoulder-width apart and your knees slightly bent.; Place your hands on your hips or cross them in front of your chest.; Keeping your back straight, slowly bend forward at the waist, lowering your upper body towards the ground.; Pause for a moment at the bottom, then slowly raise your upper body back up to the starting position.; Repeat for the desired number of repetitions.","The elevator is a bodyweight exercise targeting the upper back. It involves bending forward at the waist while keeping the back straight, then returning to a standing position. This movement helps strengthen the upper back and improves posture."
3293,archer pull up,back,lats,body weight,advanced,strength,biceps; forearms,"Start by hanging from a pull-up bar with an overhand grip, slightly wider than shoulder-width apart.; Engage your core and pull your shoulder blades down and back.; As you pull yourself up, bend one arm and bring your elbow towards your side, while keeping the other arm straight.; Continue pulling until your chin is above the bar and your bent arm is fully flexed.; Lower yourself back down with control, straightening the bent arm and repeating the movement on the other side.; Alternate sides with each repetition.","The archer pull up is a challenging bodyweight exercise that targets the lats and requires significant strength, coordination, and control. It involves pulling up with one arm while the other remains straight, alternating sides with each repetition."
3294,archer push up,chest,pectorals,body weight,advanced,strength,triceps; shoulders; core,"Start in a push-up position with your hands slightly wider than shoulder-width apart.; Extend one arm straight out to the side, parallel to the ground.; Lower your body by bending your elbows, keeping your back straight and core engaged.; Push back up to the starting position.; Repeat on the other side, extending the opposite arm out to the side.; Continue alternating sides for the desired number of repetitions.","The archer push up is a challenging bodyweight exercise that targets the pectorals and also works the triceps, shoulders, and core. It involves performing a push-up while extending one arm out to the side, increasing the load on the working arm and requiring significant strength, balance, and coordination."
3295,front lever reps,back,upper back,body weight,advanced,strength,core; shoulders,"Hang from a pull-up bar with an overhand grip, palms facing away from you.; Engage your core and pull your shoulder blades down and back.; Keeping your body straight, lift your legs up until they are parallel to the ground.; Hold this position for as long as you can, aiming for 10-20 seconds.; Slowly lower your legs back down to the starting position.; Repeat for the desired number of repetitions.","The front lever is an advanced calisthenics exercise that targets the upper back, core, and shoulders. It requires significant strength, body control, and coordination to maintain a horizontal position while hanging from a bar."
3296,front lever,waist,abs,body weight,advanced,strength,lats; shoulders; forearms,"Start by hanging from a pull-up bar with an overhand grip, hands shoulder-width apart.; Engage your core and pull your shoulder blades down and back.; Bend your knees and tuck them towards your chest.; Simultaneously, lift your legs up and extend them straight out in front of you, keeping your body parallel to the ground.; Hold this position for as long as you can, aiming for a full front lever position.; To release, slowly lower your legs back down and return to the starting position.; Repeat for the desired number of repetitions.","The front lever is a challenging bodyweight exercise that targets the abs and requires significant strength and control from the lats, shoulders, and forearms. It involves holding your body parallel to the ground while hanging from a pull-up bar."
3297,back lever,back,upper back,body weight,advanced,strength,biceps; forearms; core,"Start by hanging from a pull-up bar with an overhand grip, hands slightly wider than shoulder-width apart.; Engage your core and pull your shoulder blades down and back.; Bend your knees and tuck them towards your chest.; Slowly lift your legs up, keeping them straight, until your body is parallel to the ground.; Hold this position for a few seconds, then slowly lower your legs back down to the starting position.; Repeat for the desired number of repetitions.","The back lever is a challenging bodyweight exercise performed on a pull-up bar, requiring significant strength, balance, and body control. It targets the upper back and also engages the biceps, forearms, and core."
3298,straddle planche,waist,abs,body weight,advanced,strength,shoulders; triceps; chest,"Start in a push-up position with your hands shoulder-width apart and your feet spread wide apart.; Engage your core and slowly shift your weight forward, bringing your shoulders over your hands.; Bend your elbows and lower your body towards the ground, keeping your elbows close to your sides.; Pause for a moment at the bottom, then push through your hands to straighten your arms and lift your body back up to the starting position.; Repeat for the desired number of repetitions.","The straddle planche is an advanced bodyweight exercise that targets the abs while also engaging the shoulders, triceps, and chest. It requires significant core strength, balance, and coordination to hold the body parallel to the ground with only the hands supporting the weight."
3299,full planche,waist,abs,body weight,advanced,strength,shoulders; chest; triceps,"Start in a push-up position with your hands shoulder-width apart and your fingers pointing forward.; Engage your core and slowly shift your weight forward, lifting your feet off the ground.; Continue shifting your weight forward until your body is parallel to the ground, balancing on your hands.; Hold this position for as long as you can, maintaining a straight body line.; Slowly lower your feet back to the ground and return to the starting position.; Repeat for the desired number of repetitions.","The full planche is an advanced bodyweight exercise that requires significant core strength, balance, and upper body control. It involves holding your body parallel to the ground, supported only by your hands, with no other contact points."
3300,lean planche,waist,abs,body weight,advanced,strength,shoulders; chest; triceps,"Start in a push-up position with your hands shoulder-width apart and your body straight.; Engage your core and slowly shift your weight forward, bringing your shoulders past your hands.; Keep your elbows slightly bent and your body straight as you lean forward.; Hold this position for a few seconds, then slowly return to the starting position.; Repeat for the desired number of repetitions.","The lean planche is a challenging bodyweight exercise that targets the abdominal muscles while also engaging the shoulders, chest, and triceps. It requires significant core strength, balance, and upper body control as you lean your body forward in a plank-like position, shifting your weight past your hands."
3301,frog planche,waist,abs,body weight,advanced,strength,shoulders; chest; triceps,"Start in a push-up position with your hands shoulder-width apart and your feet together.; Bend your elbows and lower your body towards the ground, keeping your back straight.; As you lower your body, lift your feet off the ground and bring your knees towards your chest.; Hold this position for a few seconds, then extend your legs back out and push yourself back up to the starting position.; Repeat for the desired number of repetitions.","The frog planche is an advanced bodyweight exercise that targets the abs while also engaging the shoulders, chest, and triceps. It requires significant core strength, balance, and upper body control."
3302,handstand,upper arms,triceps,body weight,advanced,balance,shoulders; core,"Find an open space with enough room to perform a handstand.; Place your hands on the ground shoulder-width apart, fingers pointing forward.; Kick your legs up towards the wall, using your core and shoulders to maintain balance.; Once in a handstand position, engage your triceps to support your body weight.; Hold the handstand for as long as you can maintain balance.; To come down, slowly lower your legs back to the ground.; Repeat for the desired number of repetitions.","The handstand is a bodyweight exercise that primarily targets the triceps, while also engaging the shoulders and core. It requires significant balance, strength, and coordination to perform safely and effectively."
3303,flag,waist,abs,body weight,advanced,strength,obliques; shoulders,"Start by gripping a vertical pole with both hands, palms facing each other, and arms fully extended.; Engage your core and lift your legs off the ground, keeping them straight.; Using your core and upper body strength, raise your legs until they are parallel to the ground.; Hold this position for as long as you can, maintaining a straight body line.; Slowly lower your legs back down to the starting position.; Repeat for the desired number of repetitions.","The flag is an advanced bodyweight exercise that targets the abs and requires significant core, shoulder, and grip strength. It involves gripping a vertical pole and lifting the body horizontally, holding a straight line parallel to the ground."
3304,skin the cat,back,upper back,body weight,advanced,mobility,shoulders; core,"Start by hanging from a bar with your arms fully extended and your body relaxed.; Engage your core and lift your legs up, bringing your knees towards your chest.; Continue to lift your legs up and over your head, allowing your body to pass through the arms.; Once your legs are fully extended over your head, begin to lower them back down towards the starting position.; As you lower your legs, allow your body to pass back through the arms until you are hanging with your arms fully extended again.; Repeat for the desired number of repetitions.","Skin the cat is a gymnastic movement performed on a bar, where you hang, lift your legs over your head, rotate your body through your arms, and then return to the starting position. It requires significant upper body and core strength, as well as shoulder mobility and coordination."
3305,barbell thruster,shoulders,delts,barbell,intermediate,strength,quadriceps; glutes; hamstrings; core,"Start by standing with your feet shoulder-width apart, holding a barbell at shoulder height with an overhand grip.; Lower into a squat position by bending your knees and pushing your hips back.; As you reach the bottom of the squat, explosively drive through your heels to stand up, simultaneously pressing the barbell overhead.; Lower the barbell back to shoulder height as you lower back into the squat position.; Repeat for the desired number of repetitions.","The barbell thruster is a compound exercise that combines a front squat with an overhead press, targeting the shoulders and engaging multiple muscle groups for strength and power."
3312,weighted muscle up (on bar),back,lats,weighted,advanced,strength,biceps; triceps; shoulders; forearms,"Start by hanging from a pull-up bar with your palms facing away from you and your hands slightly wider than shoulder-width apart.; Engage your core and pull your shoulder blades down and back.; Bend your elbows and pull your chest towards the bar, keeping your body straight.; Once your chest reaches the bar, push down with your hands and drive your elbows back, lifting your body above the bar.; Pause at the top of the movement, then slowly lower yourself back down to the starting position.; Repeat for the desired number of repetitions.","The weighted muscle up (on bar) is an advanced calisthenics exercise that combines a pull-up with a dip, performed while adding extra weight. It targets the lats and also works the biceps, triceps, shoulders, and forearms. This movement requires significant upper body strength, coordination, and technique, especially when performed with additional weight."
3313,weighted straight bar dip,chest,pectorals,weighted,advanced,strength,triceps; shoulders,"Position yourself between parallel bars with your arms fully extended and your body straight.; Lower your body by bending your elbows until your upper arms are parallel to the ground.; Pause for a moment, then push yourself back up to the starting position by straightening your arms.; Repeat for the desired number of repetitions.","The weighted straight bar dip is a compound chest exercise performed on parallel bars with added weight for increased resistance. It primarily targets the pectorals, with significant involvement of the triceps and shoulders."
3314,straddle maltese,waist,abs,body weight,advanced,strength,shoulders; chest,"Start by hanging from a pair of rings with your arms fully extended and your body in a straight line.; Spread your legs wide apart, forming a straddle position.; Engage your core and slowly lower your body until your arms are parallel to the ground.; Hold this position for a few seconds, then push yourself back up to the starting position.; Repeat for the desired number of repetitions.","The straddle maltese is an advanced bodyweight exercise performed on rings, targeting the abs with significant involvement of the shoulders and chest. It requires exceptional core strength, shoulder stability, and body control, making it a challenging movement for experienced athletes."
3315,full maltese,waist,abs,body weight,advanced,strength,shoulders; chest,"Start by standing with your feet shoulder-width apart and your arms extended straight out to the sides.; Slowly lean forward, keeping your arms straight, until your upper body is parallel to the ground.; Engage your core and hold this position for a few seconds.; Return to the starting position by pushing through your feet and standing back up.; Repeat for the desired number of repetitions.","The full maltese is an advanced bodyweight exercise that primarily targets the abs, with significant involvement of the shoulders and chest. It requires a high degree of core strength, balance, and body control, making it a challenging movement for most practitioners."
3318,swing 360,cardio,cardiovascular system,body weight,beginner,cardio,shoulders; core,"Stand with your feet shoulder-width apart and knees slightly bent.; Hold your arms straight out in front of you, parallel to the ground.; Engage your core and swing your arms in a circular motion, rotating your torso as you do so.; Continue the circular motion, swinging your arms and rotating your torso for the desired number of repetitions.; Remember to breathe throughout the exercise.","The swing 360 is a dynamic bodyweight exercise that targets the cardiovascular system while also engaging the shoulders and core. It involves swinging the arms in a circular motion while rotating the torso, making it a great movement for increasing heart rate and improving coordination."
3327,full planche push-up,chest,pectorals,body weight,advanced,strength,shoulders; triceps; core,"Start in a push-up position with your hands placed slightly wider than shoulder-width apart.; Engage your core and lower your body down towards the ground, keeping your elbows close to your sides.; As you lower yourself, lean your body forward and lift your feet off the ground, balancing on your hands.; Continue to lower your body until your chest is just above the ground.; Push through your hands and extend your arms to lift your body back up to the starting position.; Maintain a straight line from your head to your heels throughout the movement.; Repeat for the desired number of repetitions.","The full planche push-up is an advanced bodyweight exercise that targets the pectorals, shoulders, triceps, and core. It requires significant strength, balance, and coordination as you perform a push-up while balancing your entire body off the ground with only your hands."
3360,bear crawl,cardio,cardiovascular system,body weight,intermediate,cardio,core; shoulders; triceps,"Start on all fours with your hands directly under your shoulders and your knees directly under your hips.; Lift your knees slightly off the ground, keeping your back flat and your core engaged.; Move your right hand and left foot forward simultaneously, followed by your left hand and right foot.; Continue crawling forward, alternating your hand and foot movements.; Maintain a steady pace and keep your core tight throughout the exercise.; Continue for the desired distance or time.","The bear crawl is a full-body movement that targets the cardiovascular system while also engaging the core, shoulders, and triceps. It involves crawling on all fours with knees off the ground, requiring coordination and endurance."
3361,skater hops,cardio,cardiovascular system,body weight,intermediate,cardio,quadriceps; hamstrings; glutes; calves,"Stand with your feet shoulder-width apart.; Bend your knees slightly and jump to the right, landing on your right foot.; As you land, swing your left leg behind your right leg and tap the ground with your left toes.; Immediately jump to the left, landing on your left foot.; As you land, swing your right leg behind your left leg and tap the ground with your right toes.; Continue alternating sides, jumping and tapping the ground with each leg.; Repeat for the desired number of repetitions.","Skater hops are a dynamic, lateral jumping exercise that targets the cardiovascular system while also engaging the lower body muscles. The movement mimics a speed skater's motion, helping to improve agility, coordination, and cardiovascular endurance."
3418,l-pull-up,back,lats,body weight,advanced,strength,biceps; forearms,"Grab the pull-up bar with an overhand grip, slightly wider than shoulder-width apart.; Hang with your arms fully extended and your body straight.; Engage your lats and biceps to pull your body up towards the bar, keeping your elbows close to your body.; Continue pulling until your chin is above the bar.; Pause for a moment at the top, then slowly lower your body back down to the starting position.; Repeat for the desired number of repetitions.","The L-pull-up is a challenging bodyweight exercise that targets the lats while also engaging the core, biceps, and forearms. It requires the lifter to maintain an 'L' position with the legs extended straight out in front, parallel to the ground, throughout the pull-up movement."
3419,l-sit on floor,waist,abs,body weight,advanced,strength,hip flexors,"Sit on the floor with your legs extended in front of you.; Place your hands on the floor beside your hips, fingers pointing forward.; Engage your core and lift your legs off the ground, keeping them straight.; Try to bring your legs parallel to the floor, forming an 'L' shape with your body.; Hold this position for as long as you can.; Slowly lower your legs back down to the starting position.; Repeat for the desired number of repetitions.","The L-sit on floor is a challenging core exercise that targets the abdominal muscles and hip flexors. It requires significant core strength, balance, and coordination to lift and hold the legs parallel to the floor while supporting the body with the arms."
3420,v-sit on floor,waist,abs,body weight,advanced,strength,hip flexors,"Sit on the floor with your legs extended in front of you.; Lean back slightly and lift your legs off the ground, keeping them straight.; Simultaneously, lift your upper body off the ground and reach your arms towards your legs.; Hold this position for a few seconds, then slowly lower your upper body and legs back down to the starting position.; Repeat for the desired number of repetitions.","The V-sit on floor is a core exercise that targets the abdominal muscles and also engages the hip flexors. It requires balance, core strength, and coordination as you hold your body in a V-shape, balancing on your tailbone."
3433,swimmer kicks v. 2 (male),upper legs,glutes,body weight,intermediate,strength,hamstrings; quadriceps; calves,"Lie face down on a mat with your arms extended overhead.; Engage your core and lift your chest and legs off the ground simultaneously.; Kick your legs up and down in a fluttering motion, as if you were swimming.; Continue kicking for the desired number of repetitions.; Lower your chest and legs back down to the starting position.","Swimmer kicks v. 2 (male) is a bodyweight exercise targeting the glutes, with secondary emphasis on the hamstrings, quadriceps, and calves. It involves lying face down and performing a flutter kick motion with the legs while keeping the chest and legs elevated off the ground."
3470,forward lunge (male),upper legs,glutes,body weight,beginner,strength,quadriceps; hamstrings; calves,"Stand with your feet hip-width apart and hands on your hips.; Take a big step forward with your right foot, lowering your body into a lunge position.; Bend your right knee to about 90 degrees, keeping your knee aligned with your ankle.; Push off with your right foot and return to the starting position.; Repeat with your left leg, alternating sides for the desired number of repetitions.","The forward lunge is a bodyweight exercise targeting the glutes, with secondary emphasis on the quadriceps, hamstrings, and calves. It involves stepping forward into a lunge position and returning to standing, alternating legs."
3523,glute bridge two legs on bench (male),upper legs,glutes,body weight,beginner,strength,hamstrings; core,"Sit on the edge of a bench with your back against it and your feet flat on the ground.; Place your hands on the bench beside your hips for support.; Engage your glutes and hamstrings, then lift your hips off the bench until your body forms a straight line from your knees to your shoulders.; Pause for a moment at the top, then slowly lower your hips back down to the starting position.; Repeat for the desired number of repetitions.","The glute bridge with two legs on a bench is a bodyweight exercise that targets the glutes, with secondary emphasis on the hamstrings and core. It involves lifting the hips off the ground while the upper back rests on a bench, creating a straight line from knees to shoulders."
3533,quads (bodyweight squat),upper legs,quads,body weight,beginner,strength,hamstrings; glutes,Stand with your feet shoulder-width apart.; Lower your body by bending your knees and pushing your hips back as if sitting on a chair.; Keep your chest up and your back straight.; Lower yourself until your thighs are parallel to the ground.; Push through your heels to return to the starting position.; Repeat for the desired number of repetitions.,"A bodyweight squat exercise primarily targeting the quadriceps, with secondary activation of the hamstrings and glutes. This movement is fundamental for lower body strength and can be performed without equipment."
3541,dumbbell incline y-raise,back,upper back,dumbbell,intermediate,strength,shoulders; rear deltoids,"Set an incline bench to a 45-degree angle and sit on it with a dumbbell in each hand, palms facing inwards.; Lean forward slightly and let your arms hang straight down, keeping a slight bend in your elbows.; Raise your arms out to the sides and up in a Y shape until they are parallel to the ground.; Pause for a moment at the top, then slowly lower your arms back down to the starting position.; Repeat for the desired number of repetitions.","The dumbbell incline Y-raise is an upper back exercise performed on an incline bench, targeting the upper back, shoulders, and rear deltoids. It involves raising the arms in a Y shape while lying face down on an incline bench, emphasizing scapular stability and shoulder health."
3542,dumbbell incline t-raise,shoulders,delts,dumbbell,intermediate,strength,traps; rhomboids,"Set an incline bench to a 45-degree angle and sit on it with a dumbbell in each hand, palms facing inwards.; Lean forward and let your arms hang straight down, perpendicular to the floor.; Keeping your arms straight, raise them out to the sides until they are parallel to the floor, forming a 'T' shape with your body.; Pause for a moment at the top, then slowly lower your arms back down to the starting position.; Repeat for the desired number of repetitions.","The dumbbell incline T-raise is an isolation exercise targeting the deltoids, performed on an incline bench to emphasize shoulder and upper back muscles. It requires good form and control to avoid swinging and to properly engage the target muscles."
3543,bodyweight drop jump squat,upper legs,glutes,body weight,intermediate,plyometrics,quadriceps; hamstrings; calves,"Stand with your feet shoulder-width apart.; Lower your body into a squat position by bending your knees and pushing your hips back.; Jump up explosively, extending your hips, knees, and ankles.; While in mid-air, quickly bring your feet together.; Land softly on the balls of your feet and immediately drop back into a squat position.; Repeat for the desired number of repetitions.","The bodyweight drop jump squat is a plyometric exercise targeting the glutes, with secondary emphasis on the quadriceps, hamstrings, and calves. It involves explosive jumping and rapid foot movement, challenging coordination, power, and lower body strength."
3544,bodyweight incline side plank,waist,abs,body weight,beginner,strength,obliques; shoulders,"Start by lying on your side with your legs extended and stacked on top of each other.; Place your forearm on the ground directly below your shoulder, with your elbow bent at a 90-degree angle.; Engage your core and lift your hips off the ground, creating a straight line from your head to your feet.; Hold this position for the desired amount of time.; Lower your hips back down to the ground and repeat on the other side.","The bodyweight incline side plank is a core stability exercise that targets the abs, with secondary emphasis on the obliques and shoulders. It involves holding a plank position on your side with your body supported by your forearm and feet, focusing on maintaining a straight line and engaging the core."
3545,dumbbell incline alternate press,chest,pectorals,dumbbell,intermediate,strength,shoulders; triceps,"Sit on an incline bench with a dumbbell in each hand, resting on your thighs.; Lean back on the bench and use your thighs to help raise the dumbbells to shoulder height, palms facing forward.; Once at shoulder height, rotate your wrists so that the palms of your hands are facing forward.; Push the dumbbells up with your chest and shoulders, extending your arms fully.; Lower the dumbbells back down to the starting position, keeping your elbows slightly bent.; Repeat for the desired number of repetitions, alternating arms.","The dumbbell incline alternate press is a chest exercise performed on an incline bench, pressing dumbbells alternately to target the upper chest, shoulders, and triceps."
3546,dumbbell seated alternate shoulder,shoulders,delts,dumbbell,beginner,strength,triceps; upper back,"Sit on a bench with your back straight and feet flat on the ground.; Hold a dumbbell in each hand, palms facing inwards, and raise them to shoulder height.; Press one dumbbell up overhead while keeping the other dumbbell at shoulder height.; Lower the raised dumbbell back to shoulder height while simultaneously pressing the other dumbbell up overhead.; Continue alternating between arms for the desired number of repetitions.","The dumbbell seated alternate shoulder press is a strength exercise targeting the deltoids, performed while seated and alternating arms for each press. It also engages the triceps and upper back as secondary muscles."
3547,dumbbell seated biceps curl to shoulder press,upper arms,biceps,dumbbell,intermediate,strength,shoulders,"Sit on a bench with your back straight and feet flat on the ground.; Hold a dumbbell in each hand with your palms facing forward and arms fully extended.; Keeping your elbows close to your sides, curl the dumbbells up towards your shoulders.; Once your forearms are vertical, rotate your wrists so that your palms are facing forward.; Press the dumbbells overhead until your arms are fully extended.; Lower the dumbbells back down to the starting position by reversing the movement.; Repeat for the desired number of repetitions.","The dumbbell seated biceps curl to shoulder press is a compound exercise that targets the biceps and shoulders. It combines a biceps curl with a shoulder press, making it effective for building upper arm and shoulder strength."
3548,dumbbell single arm overhead carry,shoulders,delts,dumbbell,intermediate,strength,traps; core,"Stand tall with your feet shoulder-width apart, holding a dumbbell in one hand.; Raise the dumbbell overhead, fully extending your arm.; Engage your core and keep your back straight as you walk forward, maintaining the dumbbell overhead.; Continue walking for the desired distance or time.; Switch hands and repeat the exercise.","The dumbbell single arm overhead carry is a functional exercise that targets the deltoids while also engaging the traps and core. It challenges shoulder stability, core strength, and coordination as you walk while holding a dumbbell overhead."
3552,quick feet v. 2,upper legs,quads,body weight,beginner,cardio,calves; hamstrings,"Stand with your feet shoulder-width apart and your arms by your sides.; Begin by rapidly moving your feet up and down, as if you were running in place.; Keep your movements quick and light, focusing on staying on the balls of your feet.; Continue for the desired duration or number of repetitions.","Quick feet v. 2 is a bodyweight exercise that involves rapidly moving your feet up and down in place, focusing on speed and agility. It targets the quadriceps while also engaging the calves and hamstrings."
3560,dumbbell standing alternate hammer curl and press,upper arms,biceps,dumbbell,intermediate,strength,forearms; shoulders,"Stand up straight with a dumbbell in each hand, palms facing your body.; Keep your elbows close to your torso and your back straight.; Exhale and curl the dumbbell in your right hand towards your shoulder, keeping your upper arm stationary.; Continue to raise the dumbbell until your biceps are fully contracted and the dumbbell is at shoulder level.; Inhale and slowly lower the dumbbell back to the starting position.; Repeat the curl with your left hand.; After completing the curl with your left hand, exhale and press the dumbbell in your right hand overhead.; Extend your arm fully and hold for a moment at the top.; Inhale and slowly lower the dumbbell back to the starting position.; Repeat the press with your left hand.; Continue alternating between curls and presses for the desired number of repetitions.","The dumbbell standing alternate hammer curl and press is a compound exercise that targets the biceps, forearms, and shoulders. It involves curling a dumbbell with a neutral grip and then pressing it overhead, alternating arms each repetition."
